A,B
26.76424450614603,90.6762277487492
25.494241961693778,92.51840254161077
28.82142557753108,95.01690348818767
25.850268910552618,92.74165137505624
26.360950415405622,92.54106560125368
28.638582919575235,93.61643300993238
30.79133206391318,99.19687081014717
27.837956861930383,93.96965038700861
28.473986872328055,94.83287894518782
30.376359816731778,102.58900852662926
30.352205663565037,98.75894304452679
26.470169415506174,94.3320408249793
27.259405806062627,94.06428608660315
26.187079953671795,91.20466833611404
28.435014341350175,96.16851301473456
29.559215116971632,96.69462188139985
28.244688443650702,93.58348073524108
28.67863971736027,92.82521823792347
28.55808342055661,94.99717294856467
28.3913940990262,94.95318972052446
30.573856817174367,98.29765387473711
30.858779368966708,96.14192551771977
27.9842917777132,96.62642113873453
31.11489607995275,98.38026476827393
28.42011501527592,96.84231127466603
29.318841876328293,96.72513588542003
32.46758625166216,102.35351211612246
29.044664949572567,95.26524932651421
28.658857973234454,95.58437622436225
29.398073206568487,94.74539955818355
25.435588327063403,92.42503639857999
25.8657766612224,92.51597501584494
26.51241112988268,93.29087835457024
27.53247377030873,94.20523247829757
30.440576694284935,98.8835146775308
28.418028317706337,94.40670953084346
28.36914808335852,94.36046520372297
28.622842857011854,94.73597697664628
24.46473538750069,88.67505337347384
25.06592251914324,88.92942861486691
28.474945582027544,95.83844074479768
24.11975643641306,87.77063419781817
27.689414198380646,97.02914586080269
29.74482574104131,96.8481079083756
29.11632999740715,92.65782519933589
26.861598312675277,95.31647268591884
24.497558523513426,88.39718986523684
25.568051849941888,93.25361639771003
29.383174071706755,95.58158070808933
28.80583772078122,95.85435608231656
25.273338327328453,88.83392996597722
30.02016714663051,96.39347297217195
29.581220390936366,97.64974767711986
25.486242865192857,91.21947057968393
25.712005802234152,90.85336444679002
31.166112627782304,97.46530691524143
26.766237102365128,91.84412488122908
29.328253746072782,96.36492108980366
30.462688702976376,96.28446020670573
21.49655152570085,89.00590442910692
29.682800054179243,95.0487036565546
22.99442751553555,89.04945893130284
29.785203724458853,95.36550354534245
29.63711073748531,96.41417849423742
26.15278958913347,87.28713265677695
24.586904108029838,88.05090624528569
28.57404255591245,96.9971069263841
32.74098175012676,103.1696927013251
32.208999203177385,102.19650186862476
26.41762636770113,91.94256978384884
24.69117117310758,91.11021026532896
28.03228935035931,94.40912125117573
25.45123941158964,92.816363109632
24.236746572857037,90.15039098566187
28.881987608763954,95.19460367951727
27.071232412031684,98.20888346528444
27.872736641822385,93.46144597877858
26.842161628877694,92.46059873952456
27.412082210672196,94.46973312705197
32.06649711372332,103.24056363899037
30.72000707694275,98.19692040013487
27.97455710615025,92.85077358169603
25.386739997359136,90.81694555773366
27.315859820134765,94.19568768881587
28.035905101025374,95.43225431319014
28.157305994610887,97.73819181032567
29.737070535316658,100.88541789205023
25.459322155116663,92.61764867942028
26.863464373316614,93.23540109442375
25.81275061573204,92.99229871802831
25.706829980420046,91.43321265949784
29.955959283711255,97.05044903848933
30.151196743907093,98.50748723735921
26.77830710883302,94.11122163783645
22.20970803356983,83.73037965636344
30.7077993536842,102.42093195854686
30.75460273872356,98.65477527987815
26.918261148678557,92.61272638159387
26.61766890817167,92.3084811118687
33.705193729146686,102.05471769492817
26.709899832875085,92.83145988057801
23.89634011269045,90.9510013535933
32.055270373693794,96.54902572063118
27.31491915804522,92.72527305949916
24.954302612804906,92.61063273376692
26.985548507955667,92.14510927114955
29.26139010842037,95.52610850827612
26.399498893921976,91.86840918616294
32.350802949895865,98.64041296657587
31.01510447795912,99.36160287488704
31.30715814621379,102.20436339777365
34.158810446168076,105.97748106273893
23.563572010175463,87.80467235557884
30.754732756145504,100.20988617693757
28.37419238009588,93.29662532004578
27.871307729540522,93.08000079985601
23.115688702258442,89.73088971053953
28.827123297027306,97.05864619460402
31.9857223877857,96.76848053608084
23.12930147400924,85.69243174942272
27.234875249274236,92.88374631725061
34.322526361270455,107.31549529231036
31.435137885457422,100.7983864270358
23.84008676257712,87.86879153417074
27.35241031406141,92.9654093136893
28.20480086146045,94.6033638603981
27.647176175487402,92.26660885936018
21.363396713022816,84.23551615665302
29.3731229467021,98.33479599208606
27.014159315741388,92.55877920477221
23.685630148910946,90.21597037702185
30.77972207591756,102.63880438301607
30.095769225421165,94.95231362549424
29.6655597578079,96.59952858206081
24.531902346952894,92.93021475459736
30.781790696217133,100.37552346585267
26.626551830341057,94.00143244887698
28.39393794906153,94.84597129615985
29.21114174125451,95.3424917622277
28.484798187871736,97.21743858294965
22.161295302921356,86.60540491035273
22.831892475584834,83.52284160342667
26.3660486249059,93.4468740168796
24.093511997740773,86.73429672044257
28.858351057403326,94.41106941686253
29.094630992394944,98.94654641482374
21.558376748931988,83.92189411254297
26.199232227049286,89.54946383529057
29.06412509797187,96.54893748830122
26.4105329919041,92.64086385663178
28.657025011821197,96.16630751830964
27.483309295716463,94.09609415446849
29.83264741720351,100.00737450133664
24.834405877494735,93.8356050421981
27.695499131785056,96.06178542096683
28.963996728265116,96.40324639125596
28.68747121555554,96.51527234880267
30.63229312237356,98.595170527192
28.515407456691456,96.42524661075197
28.780291130884,97.67531391703204
29.530480317138892,95.63402612389011
29.353334868524964,96.04946509228199
29.13171576048544,94.45522423494995
27.04832567410799,91.82607224286946
23.26548883447051,86.5846481172809
27.79050331640672,95.09727676852303
23.30348099786942,91.5935240548255
29.893660832903876,100.66165356151386
28.844320410933435,97.1548557112266
26.84694488556832,93.01030240593244
33.954925452572354,103.86620723466821
24.829884987048292,89.84673633592762
22.500947966907894,86.27607526755763
26.081853587657022,90.91486543250772
31.72980358307396,102.0828841604975
25.517061725535758,87.86157829152958
27.700154313233604,95.25931536669
29.56783936660532,96.5179670781099
25.860430038203287,90.91634196347647
27.291697547119213,89.76605376645013
27.82600448074372,96.5354692157717
24.766277002764838,87.76582591584724
23.992541472575528,88.00982618838553
26.02303966597653,91.40734612417411
22.089896310035535,82.9355582542426
25.263820693334857,92.11125220330443
28.253883156477876,95.42844741304239
27.977465411853302,95.86832545183661
28.906029319426676,98.72982928178206
25.81551238258005,91.36724939980486
28.75870955385753,97.30518221843683
22.60436663635245,85.82472169374235
23.137185792367617,86.79824933439443
27.765334842035145,94.33505942780207
32.57453647843141,105.76080434618186
28.100753097950932,94.92781699049145
27.81525577067772,94.58772614307264
28.4595056708631,96.946831367435
30.04365660253117,96.85035633807708
27.83713105645348,95.60131059628394
32.750212408637886,100.51067732688387
25.397865558255603,89.60404175955755
26.71365690160576,92.1744077538727
31.988446155231543,101.32924028584536
27.190949008137142,94.79883623242182
29.685179660313466,95.48009073297331
27.745951978061445,95.96150966449144
25.9017704931411,92.15859805290742
30.19768464809938,101.60993777674028
32.02518919486275,101.73442990786388
28.45622316227203,96.09107045031905
33.89332558903272,103.77143972596632
27.582030756199547,92.51165226078692
21.83117927287113,86.48164552032262
25.573681470873023,91.42133664543881
29.782311456320073,98.61266023024432
28.93485388194312,96.0414500579391
27.275580529389444,95.30604540979465
27.473669213990192,97.12839185481263
24.836332938792314,90.29231354977013
28.39006732836325,94.21921254139349
26.128502404909508,89.52677527463291
21.195797745730577,84.87182585182897
26.88319570782589,92.16363871895365
23.376120889131414,87.07976797216412
31.715649678443224,100.94589486316184
32.391220545742826,102.37161834936461
26.642781855809826,94.1486443828346
28.553186209989605,96.39165746220269
23.27950835029063,86.65356028225933
28.96510283634032,97.12469689179548
26.922147800346966,92.46290647023679
31.960282264448654,98.39176098319957
25.94380418182546,94.50113962970225
29.067303566914838,97.18402374767
25.21046869006504,92.95763721468731
30.877269108752305,99.37210224202954
26.677332532922726,92.01051320779884
29.759932143576382,94.52166635930236
26.33260587481657,93.26611199517959
30.893463414525748,99.58324800203798
25.156053524979,91.48100934931608
24.63884730834858,89.86275863594594
25.771379198397437,93.48860177861829
29.476868801008184,99.41421758373895
24.071082662190612,85.36885137976613
30.187365812116248,100.46089961919779
27.719689247493108,91.96038450565298
28.120728888850476,97.0079279192357
27.39423839359744,92.35998745585836
33.448758549399045,103.19623850355843
30.96832929069806,100.54845671857785
27.70248186791381,93.729923272711
28.326433361394457,93.18557261685928
32.743673920205325,100.48226682861261
27.469500549944577,94.79619074547124
25.891919450227707,89.97516713726559
24.704687020576454,90.94670134262068
29.380505204111,96.9974375130872
20.673291813964102,84.77860702683837
28.55690234426573,96.19811280006827
27.436818545932855,90.19006028199864
28.80411860863314,98.60823880527366
26.71090058175956,91.32516310258595
27.43844830358648,98.95197006438725
29.813703250850097,98.38768520681936
32.22639637884467,102.67992583387594
26.995494169554927,95.45637476996653
32.03164434783663,101.72554582301791
23.682626800362634,87.14329681793741
25.978015298045012,89.85636698285111
29.0624487464574,95.72340026073262
29.19489262393069,98.20525330849382
25.161040783189893,91.05332892942192
26.62713656149901,94.09498934304236
23.744084457858946,86.1690978805708
33.40639642577317,105.17434370795144
26.076981610141036,92.26779086880299
26.41878073070156,93.01337735148337
25.994557457499187,92.75372507201365
27.88863941739868,94.03719270182665
28.055720482338298,95.28847452009973
27.08206105583116,95.30439104797834
29.34836001106573,97.89090424474354
26.70282232474885,94.03221763470512
30.20492740629735,96.80784321289815
24.50983812909928,91.57367026774907
28.234565475045635,94.29675898463199
28.345495369028935,94.94956558049638
30.82416074013147,98.09157933988412
28.471635774680824,93.08358316520587
31.44135182232782,98.54587740023365
29.195791358987062,98.60128929352553
30.105352906616847,98.84738659856147
25.33642741838013,91.51680390073557
23.5598364828928,88.6570269580223
27.78270404110301,96.93823526324739
26.30314415110497,90.8620227182925
27.897322984889854,94.69115242461157
25.684568352896637,93.67035578728395
29.17285534197219,99.38501118452189
29.582312369606424,99.35335539050467
29.51803588682127,97.01869070635452
26.52598954766431,93.16469840417841
23.473591299797206,89.18401757992562
25.83347731575948,90.9591704742381
31.57927722300839,99.91424941821926
27.25723819969004,95.15117778585727
25.76925016974178,91.14918317494043
26.82325728215533,92.99561895210643
22.129901584967673,87.46565485997168
27.98149501872911,92.4158957398013
25.228013036619558,89.02571596914412
28.266316300117392,95.45613880044863
29.476630594269707,96.01837387685659
26.106639291770076,91.39173544559735
30.462712596180324,99.04967713163234
30.255168405801914,101.00269930749978
27.302872049842634,96.76117140106145
28.34967556975911,99.75890854694462
23.767880689403565,89.69904035609521
31.474997271464094,100.44840964363348
32.35505954004958,99.48324232735342
27.50840736335751,90.72789906359763
23.804827236880346,89.18415373651045
24.586341746159647,89.89608649931886
27.820904273742155,95.46220715622084
26.875910444232392,94.44928076964405
31.124598564963378,98.47617838619219
29.549033703742328,97.5769854141737
28.244696366791274,96.09018329512578
22.453428773467145,89.83165687426022
26.921956228431036,93.72009396056329
24.04101762486967,90.18704429767186
23.45804087663535,87.566374469375
22.409896654928257,90.17071868423223
25.811993103109863,91.25242958197006
29.3384706690767,97.60776652654589
27.130652732683945,93.65905063469681
28.056375969197074,93.81371116718923
31.871404229710453,101.54112302774308
26.81284441084326,91.26791555578934
24.427430797826208,89.4109727047258
26.897368991500805,93.38878901700394
28.08117510955466,94.20255331657057
23.95716373252638,88.27169934149225
30.654595057058643,97.49312048826559
36.224254010471746,106.11213396747306
25.371511053413002,89.15689386870481
28.013300890857987,97.30213954981917
30.91854543919951,101.0730249723147
28.83512705471222,94.77734082011682
27.489995258382624,93.50162707601751
26.571589218507455,91.67194835719383
29.247279351300126,97.53317410313893
26.411563942735413,92.82892186919733
28.04629699580983,94.86843986889285
26.816586008711976,93.42801104835385
27.8175082952503,93.97874385961859
28.19686347729044,92.80101467402935
28.400574572947342,90.9785547738853
29.307805147950102,95.86394040196706
29.736847392166194,96.31217687991379
28.126979148850463,92.9011042426575
28.8172723637816,95.14108880194217
30.566871734300335,99.49226703569481
29.813293901113077,98.29499920856753
24.434613395725027,90.31874860681548
28.142479806386593,94.80711535719382
27.356333567370417,96.9389404167977
23.511305396330158,87.5307118360896
27.7224337478917,93.37890057673599
30.089044899188554,99.37498974734983
29.3218258063079,100.02643600500014
29.958773562853803,98.73531895999376
23.403513395861673,85.86020147057295
27.176279576816604,95.43148597060161
29.215154809187027,97.06760752684565
24.346269735263107,89.40614132501743
32.632026650660855,100.77108233016816
29.2149933785679,95.81741591022364
23.236156128017498,86.80187591041874
28.946560894933253,101.16650545278128
24.336420156499322,88.96511700182765
30.06526906148591,96.83671357047233
26.00224139780196,90.62856921853967
26.257378400474707,91.24576805180993
24.977349116787614,91.80948839346836
25.502420530304995,90.47742674834552
27.820805533039348,92.73114889430381
28.560808757403407,98.04919012511398
31.703116988747343,100.5887308339446
27.39264464557225,93.43367190174907
27.907632485974574,94.52356710295547
31.44286179916331,100.73893943267453
26.262240622124462,90.851754356337
34.57740565067212,105.15797990475262
23.922496252323995,86.64543638282936
22.598656803943964,87.82025638798916
24.002103137470783,91.35656061485697
31.84736305110607,99.49958766628805
30.28167254386266,98.59021631446667
26.257552841773457,85.14070813905968
26.525801660861497,91.53125729183091
31.812902336612645,99.24474909961565
26.700889304618283,94.67250370517128
26.455189802427984,91.85075914005674
32.95624717377559,104.91423906410643
22.585234698196206,86.80036994182349
30.26925979301591,97.64578327161271
27.726500591278363,92.16834783130619
29.989280668894224,99.69934819661417
25.08208594286752,88.75878224630272
29.144300530646394,92.98211104587322
25.859182352146647,93.688322204134
30.765127736567734,97.4025210291327
28.97876050698423,93.96960812412014
28.345759721460038,94.62781666168276
27.106666067373705,91.15942934705303
23.980973813925896,89.7754330445567
30.915197764002805,101.23495978889952
26.015490398290943,89.31652496127452
29.069004024868836,98.9031317975777
24.97616362170743,91.27437449874898
26.846881623662128,94.72442765795147
23.012395715070713,88.33598311021736
27.9390523153236,95.90076074544929
27.90970427949901,92.34464844432063
31.48423155306295,98.29155746447745
29.61491158200164,97.19959991713884
21.338709930903654,87.60052070546092
31.81167090056412,104.42537767566927
25.058750159555775,88.23441631975669
27.972595979987908,92.61893528419618
23.889903074382026,90.62177866225382
31.23909922554755,98.09619554574397
29.486566122083083,97.03457181528957
25.61546471979309,91.25656076051408
25.85723214278653,94.35174880766297
26.674021451014486,93.03733807529223
29.997713662230826,96.67263876662844
25.039899239357414,88.13435898450213
26.68116006511932,95.88696361092155
31.667587554266262,100.00230068405102
34.08050768236121,102.29585495252647
28.450771834409988,92.65225151808995
27.52340350768849,93.3950644904869
22.401781880937683,88.93692519821778
23.845371675757587,88.50133513788063
28.37340647576084,98.29027345665186
26.56023682474573,92.19669198602413
26.07470392852733,92.66787334985219
30.179492972941627,99.34551142448882
24.98155295642812,92.54953957434418
26.466271968285323,89.73746207043179
31.42519558936244,104.21915636789856
29.32337183035425,94.66180043818441
28.17390381995677,91.4577494556092
24.527158175066617,92.95198751224048
27.618032553757274,93.52298752059201
28.594743305591333,90.32925220339717
29.236572317618496,96.60872252978817
27.74390923641583,95.07490236085421
29.425959414754402,97.51821099829102
26.350284311143213,95.63003277002599
19.191072162608663,78.50946335484748
27.92529397722823,96.09800365894115
25.214471512232603,89.93272401096341
28.387866121248273,94.20942004123755
26.76918676289409,92.38434820842758
23.713053963613884,88.0921617831456
26.052448880027963,91.52833541083459
27.378023881904447,92.56169182228571
28.739433159296762,97.57110642049281
31.193099823114263,98.06121570497533
28.67878318643765,96.52059000788132
30.47899772778773,97.89283815183069
28.700752430727853,94.57169414996694
31.505965969114715,98.84856458968048
22.314326462377934,87.25607780430117
22.813715466775456,84.98370879096876
25.63172621620136,93.00901407769567
25.33662782489099,87.92106603932162
26.107424299933097,93.41970198686046
24.446383803764792,91.00740978719448
26.689719729283386,91.87358880520927
28.92347005683818,96.80708248259229
27.307822370883787,91.91636270254453
24.258433974276524,91.73302755741366
26.655516800846947,92.14538115107638
25.781833095696562,91.88722615499115
26.746941723497237,93.10212241489569
28.883240962156414,93.88842584840245
26.338952937128795,92.89127217274319
26.124463154423626,88.79030817873308
24.344875968026344,86.23638983159317
23.945379777586325,86.17908491503961
22.98924663595403,88.4239747792899
24.770347684071453,89.1149576844384
23.950462595705694,91.85495085158558
27.105309152412215,93.77416775277541
31.62478394463447,100.55943941451197
32.69339519692174,102.21818254900624
27.210436381281134,92.35864287648583
32.81906852580952,102.41625127060558
26.66298365446348,91.56975939748334
26.585740610691577,91.54525729439293
25.716000761407262,90.51156344299329
26.70051028840619,95.38242987871784
24.468465821076887,89.89051903807942
27.47138072832986,94.86197143225498
24.530145112833598,89.27912454054027
25.141026309660898,90.75476563632344
30.301438729187606,98.94099006486638
26.56926009772413,94.54571248354138
23.599654723927944,86.80452481727076
28.20727291575093,94.56198062079616
27.70701522549734,94.7244078465245
22.82458183150935,85.87542158950912
29.786873747682893,97.16132856121062
28.764393957671427,95.18279280173962
30.31006289026417,98.59180481100356
29.305017914945182,96.04353770402184
30.251068261494673,98.21163975722631
28.062705553146202,93.23457434721563
28.25533853802914,95.94982838895494
30.757710123961797,99.88947719291862
30.062556955964645,94.54792904974974
33.45306967346765,103.31249076749403
25.1662400687556,90.15920081015886
29.701755806260607,98.77929651230369
27.23981286162158,92.3955659247369
29.45580304299674,95.18216540538374
25.06960915426463,88.9323855501521
28.98355082206936,92.02100751144349
27.966412673914153,92.75910552831839
32.31828723174217,100.85048535862923
28.297392850087867,95.24435834460037
27.583091951569145,94.78477513522088
29.306279030908897,97.36446780648446
26.745889591024902,91.27224957099094
33.499141480357025,102.30378562022217
26.833516949533983,95.28023057169725
25.741713935218417,91.7264805286853
27.37922735295467,97.40980613535004
26.545445700047438,90.71191718344201
31.075698998215657,101.58107930907607
29.65905704448944,99.41975496146644
24.80701809936882,89.37167923168234
28.90044481727735,94.38572213701502
25.647499437632124,93.12716816355461
27.168271365076354,95.72171846841579
28.270659955792624,95.68976762528095
29.28227194518706,98.08690642387994
28.04130032506406,92.91979178364997
27.88138087207297,96.0189331648297
23.231839022110094,87.62918083361535
25.23078498610239,90.05014739563819
24.90585717250577,93.0105118059498
31.60501418397571,98.98556355594357
27.528529384113348,94.4795670716865
24.704775699884244,89.45129534716598
25.026946308647442,94.14137422245794
32.2804079098502,101.31473132051116
30.031148745460023,96.84762674479497
31.479551549719655,102.51049004228179
27.101700944681934,93.22970045841794
29.83379823386587,98.3003280337361
35.095153415945916,103.55218172931994
32.30701547372846,103.94509948776513
25.836322250137496,88.7506165441597
29.00009827110216,100.184779182611
25.168455395328,90.52196290639048
31.73085671289911,100.64694820651812
27.804920813200372,93.32697077309597
25.49829809549251,88.85620119084601
29.244654743501197,96.1762368067331
28.979021065067908,97.13578615584534
26.351207507994786,92.73831332018453
26.42826195050664,94.90497243480398
26.461967891092932,90.71330292487764
30.836549089688255,101.74850442002992
26.54271771680095,92.98167667256931
30.748674432434512,99.11138548545145
31.257454161738128,102.06797078474851
24.511033744152655,90.836961904119
29.6952189220698,96.79791957710373
24.7082585399885,86.65084179327505
27.536343208395888,93.07710548254276
25.739327122272687,93.59295829349004
28.07665186567681,94.33438364147814
28.307652966602205,96.08111850010981
27.111588529282077,92.63008457672014
24.251403921337126,90.89536273806381
26.04691275113097,93.4523056651304
25.19807388599473,94.05203388596499
30.607546308706763,99.59578183140268
25.756640154685233,93.15824486084377
26.062515202829026,91.34509323120602
30.751894081589434,98.49757627941652
22.195094956888155,87.31770074009206
26.74424984907201,94.17332933548646
30.625759693275626,98.77013701492284
23.565660673999062,88.42189216874628
25.749171084078213,89.9367083178808
28.008485840416938,97.68930389297154
28.585802438852152,95.0122712235952
22.730711833907073,88.43283600081031
31.1984999287602,98.29235047903627
23.88970763795782,87.60856792271314
28.2624970065022,97.41436325866576
25.297448649775635,88.71846537903957
27.87471429501031,94.7231613472649
29.59445842046869,99.8614970557101
28.106527885991905,93.60380411818551
30.982249266984677,94.85993253311618
30.884077476381123,97.10372382465175
27.84666181791428,94.21979206157154
26.655382549747024,93.12343399584083
24.39302807132047,88.49530558119375
28.722002023067507,95.86523538295376
27.36311620592134,91.83106267450057
28.50890578095317,96.60242527080571
25.39210094352598,90.85456415614892
27.462960249256373,95.59520092567676
29.065972267304204,97.69012591682923
21.840813437489004,84.8252368067104
27.54087798023865,91.65060835031969
28.06805059097417,94.6327369940234
31.743411662195687,100.80347107929788
28.05244071499452,96.07273406271443
24.983914807341492,87.65603240213117
21.71027538629523,83.074115256505
25.775427865592153,90.05821559170779
30.36695867418903,100.95899671396806
24.970675035664183,88.0325550201826
29.217601498807063,99.00176792327757
30.63094051853821,97.88176612125207
26.520020476791593,91.60339590335481
24.818795190057998,91.89829857468915
26.247484933316287,93.28593375059741
24.82146267776331,89.39302783776125
26.85067231298954,93.53468840914239
29.14460096003267,96.72534916828607
29.989479092646796,97.3057960302721
23.38466490398755,91.37916372545493
27.76704095837616,98.47019686655891
27.87651854047756,93.60913980191714
20.50472932790518,83.69293475886185
25.7570531663851,91.88995219361067
31.2442297023191,101.28376116034391
31.37848475140271,98.58550919755379
26.50553614264689,92.48895492595506
23.32935291786962,87.33743665019834
24.736714135152273,93.45072832141607
24.628934959701567,90.75134793415943
27.813168083027136,90.43366457942538
28.298455966695276,97.89920255662962
25.80408612153134,92.76927000230744
29.532473783781143,96.89732249188076
22.838117945556824,87.56088861843119
29.195107791749876,98.73545765836711
27.64216617288431,94.56164309610213
24.819984521580558,87.91501458250657
24.740571055081727,88.39981798567415
27.941247067975166,96.05087986356455
26.959093028867766,94.59076387059937
28.26830474048566,91.74807813129945
25.261980716249916,89.65044485201054
29.431630200413302,95.69478720864723
29.529285207365177,94.39850089263177
27.147025710195987,91.97744048345085
25.767672940966058,91.11993636123476
31.976807820021765,99.7502101257497
33.66436341965955,102.56295461195334
25.275450625542046,92.96285809657223
21.546001493936018,86.64721047891385
30.26907136865774,98.59384752560473
29.99009477985558,96.99528949195211
27.636763259420956,93.60275551276193
28.721021712938622,94.60151385556351
29.823168868004863,99.87025220537069
25.622366540197707,88.91602921389395
30.048662446224387,95.20988442095168
22.920840102829835,87.82491725198956
29.419722267938745,97.11424689457077
29.576503987602468,96.95173696331608
26.852916978762924,92.05940556812614
30.909814865342756,98.48358764247081
28.2758925056828,95.60874020223523
27.903071356663446,90.97091420553849
27.885358334012388,97.47950079343296
28.359257094486004,96.91482289373474
24.038943580343798,87.90840666698793
29.618504424832196,96.913239382538
28.8726615463736,99.37478469172349
31.358275089531567,100.75147641180068
27.506759352271487,90.8967112309388
28.054430076152673,95.64632296940003
31.63392259685388,97.85748135031906
27.545331425325944,93.69453817026314
24.616005461213618,88.93067152117514
28.751926922344882,96.92396998879953
28.1146212864208,95.23739770293562
32.252576106427284,99.27759103701253
32.173226570478676,102.58865944620653
27.24785765429219,92.59493772546266
27.293248668755563,93.77972408469334
28.135812559432047,94.46262469798967
25.293126627505725,93.7098266201959
31.476606112803765,100.43831212979677
30.198375842565135,101.84768689225241
28.407627717667793,96.60602729756765
27.59170318375112,93.30812241252043
25.35560717391057,89.60989922832587
29.055989241665447,96.81451140694813
32.22639079862458,101.01365545956357
27.398165327587265,95.34594256424579
23.626773629020203,88.11340769160348
29.54583543413055,93.89150822790256
23.062930499748173,88.72639587263988
27.83235234361767,94.35707684128414
26.914702941688834,90.79514293882775
25.194623759451492,92.01663685251343
28.18126627121464,93.13024312940128
28.666043109655085,94.88208091487122
30.357177148287352,96.49948238744605
27.526214281725522,94.15378774876763
30.422753498867234,97.91242613659675
27.432695692050917,92.09962834070868
23.169301656615275,90.11937217126274
28.500060625804206,97.13244431337755
30.28957470971325,99.90520231533715
27.57952361702042,93.87648382004544
26.57422633120367,92.6066147109045
22.380538409407684,87.11384376045737
26.312424473633243,91.4899442006449
29.37341842244412,93.5281129595211
32.29536563866503,101.61295554533288
27.777247777202202,91.12077042937068
23.00992192467917,89.87502429587835
27.25155266221808,93.66631820346666
35.77066139426918,105.0184005862693
27.91689619914344,97.07616397096098
30.980247313367165,100.25331840182845
28.213074947987014,91.96378974746052
27.12450304459791,94.37477060403111
24.855237348306353,90.7214132353258
30.572085997287452,101.81321541763666
31.45740610499031,99.94237593754288
24.164991660453435,90.75984205087322
33.53992758425471,105.24235431461278
25.721353792073334,90.07219471168008
21.96535988287807,84.5714873220653
27.253183860641457,92.78151487009985
26.231809188341803,92.7499710785449
27.550512281801808,95.55759974740185
30.535957427734044,97.00229559368678
26.65793181858385,92.0112127127212
31.07379421757531,99.25976816766568
27.044171492701256,93.10671586167717
28.67824124379152,95.84434996610254
28.6190060873716,95.60966732730336
33.500770204336185,104.45055493831688
27.867187131249533,96.52737261044958
26.927485735879575,93.45533159952173
28.93318139453103,96.81576628347193
27.3833806078943,92.96538349444883
32.731325484256544,103.88848879340465
24.881159623801697,89.62225869315473
28.770295440661553,93.71608880955951
26.477495882972722,90.78927679612505
24.468540886099216,89.47526458541984
27.077741598918035,92.97001733959553
26.394618373849625,90.8902841785431
24.83630809000092,91.22422919771225
28.23348588174885,94.89153161109952
