x,y
6.499999999999995,3.7350797207993396
6.599999999999994,3.786368683994179
6.699999999999994,3.8384208799721717
6.799999999999994,3.8913206222728105
6.899999999999993,3.9451522244355877
6.999999999999993,3.9999999999999964
7.0,4.0
7.1,4.055932803237374
7.199999999999999,4.112957651346407
7.299999999999999,4.171066102257636
7.399999999999999,4.230249713901594
7.499999999999998,4.2905000442088195
7.599999999999998,4.351808651109845
7.6999999999999975,4.414167092535208
7.799999999999997,4.477566926415442
7.899999999999997,4.541999710681083
7.9999999999999964,4.607457003262668
8.099999999999996,4.673930362090729
8.199999999999996,4.741411345095805
8.299999999999995,4.809891510208429
8.399999999999995,4.879362415359137
8.499999999999995,4.949815618478464
8.599999999999994,5.021242677496946
8.699999999999994,5.093635150345118
8.799999999999994,5.166984594953515
8.899999999999993,5.241282569252673
8.999999999999993,5.316520631173127
9.099999999999993,5.392690338645413
9.199999999999992,5.469783249600066
9.299999999999992,5.5477909219676205
9.399999999999991,5.626704913678613
9.499999999999991,5.706516782663577
9.59999999999999,5.787218086853051
9.69999999999999,5.868800384177568
9.79999999999999,5.951255232567664
9.89999999999999,6.034574189953874
9.99999999999999,6.118748814266734
10.099999999999989,6.203770663436779
10.199999999999989,6.289631295394544
10.299999999999988,6.376322268070565
10.399999999999988,6.4638351393953775
10.499999999999988,6.552161467299515
10.599999999999987,6.641292809713516
10.699999999999987,6.731220724567914
10.799999999999986,6.821936769793243
10.899999999999986,6.913432503320041
10.999999999999986,7.005699483078842
11.099999999999985,7.098729267000181
11.199999999999985,7.192513413014595
11.299999999999985,7.287043479052617
11.399999999999984,7.382311023044784
11.499999999999984,7.478307602921632
11.599999999999984,7.575024776613694
11.699999999999983,7.672454102051507
11.799999999999983,7.770587137165607
11.899999999999983,7.869415439886527
11.999999999999982,7.968930568144804
12.099999999999982,8.069124079870974
12.199999999999982,8.16998753299557
12.299999999999981,8.271512485449131
12.39999999999998,8.373690495162188
12.49999999999998,8.476513120065281
12.59999999999998,8.57997191808894
12.69999999999998,8.684058447163705
12.79999999999998,8.78876426522011
12.899999999999979,8.894080930188688
12.999999999999979,8.999999999999977
13.0,9.0
13.1,9.106503133204981
13.2,9.213532390836418
13.299999999999999,9.321019934547524
13.399999999999999,9.428897925991505
13.499999999999998,9.537098526821577
13.599999999999998,9.645553898690949
13.699999999999998,9.75419620325283
13.799999999999997,9.862957602160431
13.899999999999997,9.971770257066966
13.999999999999996,10.080566329625643
14.099999999999996,10.189277981489674
14.199999999999996,10.29783737431227
14.299999999999995,10.40617666974664
14.399999999999995,10.514228029445997
14.499999999999995,10.62192361506355
14.599999999999994,10.729195588252509
14.699999999999994,10.835976110666088
14.799999999999994,10.942197343957496
14.899999999999993,11.047791449779943
14.999999999999993,11.152690589786642
15.099999999999993,11.2568269256308
15.199999999999992,11.360132618965634
15.299999999999992,11.46253983144435
15.399999999999991,11.563980724720158
15.499999999999991,11.664387460446271
15.59999999999999,11.763692200275901
15.69999999999999,11.861827105862256
15.79999999999999,11.958724338858548
15.89999999999999,12.054316060917987
15.99999999999999,12.148534433693786
16.09999999999999,12.241311618839156
16.199999999999992,12.332579778007304
16.299999999999994,12.422271072851444
16.399999999999995,12.510317665024788
16.499999999999996,12.596651716180542
16.599999999999998,12.68120538797192
16.7,12.76391084205213
16.8,12.844700240074388
16.900000000000002,12.9235057436919
17.000000000000004,13.000259514557879
17.100000000000005,13.074893714325535
17.200000000000006,13.147340504648078
17.300000000000008,13.217532047178722
17.40000000000001,13.285400503570674
17.50000000000001,13.350878035477145
17.600000000000012,13.41389680455135
17.700000000000014,13.474388972446494
17.800000000000015,13.532286700815792
17.900000000000016,13.587522151312454
18.000000000000018,13.640027485589691
18.10000000000002,13.68973486530071
18.20000000000002,13.736576452098728
18.300000000000022,13.780484407636951
18.400000000000023,13.82139089356859
18.500000000000025,13.85922807154686
18.600000000000026,13.893928103224969
18.700000000000028,13.925423150256126
18.80000000000003,13.953645374293545
18.90000000000003,13.978526936990434
19.0,14.0
19.1,14.018017626905664
19.200000000000003,14.03261648901162
19.300000000000004,14.043854159552268
19.400000000000006,14.051788211762005
19.500000000000007,14.056476218875234
19.60000000000001,14.057975754126351
19.70000000000001,14.056344390749757
19.80000000000001,14.051639701979852
19.900000000000013,14.043919261051032
20.000000000000014,14.0332406411977
20.100000000000016,14.019661415654253
20.200000000000017,14.003239157655091
20.30000000000002,13.984031440434613
20.40000000000002,13.962095837227219
20.50000000000002,13.937489921267307
20.600000000000023,13.910271265789277
20.700000000000024,13.880497444027528
20.800000000000026,13.848226029216459
20.900000000000027,13.81351459459047
21.00000000000003,13.776420713383962
21.10000000000003,13.73700195883133
21.20000000000003,13.695315904166975
21.300000000000033,13.651420122625298
21.400000000000034,13.605372187440697
21.500000000000036,13.557229671847573
21.600000000000037,13.507050149080321
21.70000000000004,13.454891192373344
21.80000000000004,13.40081037496104
21.90000000000004,13.344865270077808
22.000000000000043,13.287113450958048
22.100000000000044,13.227612490836158
22.200000000000045,13.16641996294654
22.300000000000047,13.103593440523591
22.40000000000005,13.03919049680171
22.50000000000005,12.973268705015297
22.60000000000005,12.905885638398752
22.700000000000053,12.837098870186471
22.800000000000054,12.766965973612859
22.900000000000055,12.69554452191231
23.000000000000057,12.622892088319226
23.10000000000006,12.549066246068007
23.20000000000006,12.47412456839305
23.30000000000006,12.398124628528755
23.400000000000063,12.32112399970952
23.500000000000064,12.243180255169747
23.600000000000065,12.164350968143834
23.700000000000067,12.08469371186618
23.800000000000068,12.004266059571185
23.90000000000007,11.923125584493246
24.00000000000007,11.841329859866764
24.100000000000072,11.75893645892614
24.200000000000074,11.676002954905771
24.300000000000075,11.592586921040056
24.400000000000077,11.508745930563396
24.500000000000078,11.424537556710188
24.60000000000008,11.340019372714835
24.70000000000008,11.255248951811732
24.800000000000082,11.17028386723528
24.900000000000084,11.085181692219878
25.0,11.0
25.1,10.914786820518378
25.200000000000003,10.829552010551895
25.300000000000004,10.744295883585835
25.400000000000006,10.659018753105487
25.500000000000007,10.57372093259614
25.60000000000001,10.488402735543081
25.70000000000001,10.403064475431599
25.80000000000001,10.31770646574698
25.900000000000013,10.232329019974513
26.000000000000014,10.146932451599486
26.100000000000016,10.061517074107186
26.200000000000017,9.976083200982902
26.30000000000002,9.890631145711922
26.40000000000002,9.805161221779532
26.50000000000002,9.71967374267102
26.600000000000023,9.634169021871678
26.700000000000024,9.548647372866789
26.800000000000026,9.463109109141643
26.900000000000027,9.377554544181528
27.00000000000003,9.29198399147173
27.10000000000003,9.20639776449754
27.20000000000003,9.120796176744243
27.300000000000033,9.03517954169713
27.400000000000034,8.949548172841485
27.500000000000036,8.863902383662598
27.600000000000037,8.778242487645757
27.70000000000004,8.69256879827625
27.80000000000004,8.606881629039364
27.90000000000004,8.521181293420387
28.000000000000043,8.435468104904608
28.100000000000044,8.349742376977314
28.200000000000045,8.264004423123792
28.300000000000047,8.178254556829332
28.40000000000005,8.09249309157922
28.50000000000005,8.006720340858745
28.60000000000005,7.920936618153194
28.700000000000053,7.8351422369478545
28.800000000000054,7.749337510728017
28.900000000000055,7.663522752978967
29.000000000000057,7.577698277185991
29.10000000000006,7.491864396834381
29.20000000000006,7.406021425409422
29.30000000000006,7.320169676396403
29.400000000000063,7.23430946328061
29.500000000000064,7.148441099547334
29.600000000000065,7.06256489868186
29.700000000000067,6.976681174169478
29.800000000000068,6.890790239495474
29.90000000000007,6.804892408145137
30.00000000000007,6.718987993603755
30.100000000000072,6.633077309356616
30.200000000000074,6.547160668889006
30.300000000000075,6.461238385686215
30.400000000000077,6.37531077323353
30.500000000000078,6.28937814501624
30.60000000000008,6.20344081451963
30.70000000000008,6.117499095228991
30.800000000000082,6.03155330062961
30.900000000000084,5.945603744206774
31.000000000000085,5.8596507394457715
31.100000000000087,5.77369459983189
31.200000000000088,5.687735638850418
31.30000000000009,5.601774169986643
31.40000000000009,5.5158105067258525
31.500000000000092,5.429844962553335
31.600000000000094,5.343877850954378
31.700000000000095,5.25790948541427
31.800000000000097,5.171940179418298
31.900000000000098,5.08597024645175
